"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","VICIOUS - If you're looking for a classic scary story today's New selection is it @viciousfilm @Oliver_Park #horror
https://t.co/AoSFPYvP0L",FALSE,1,NA,2016-04-08 22:01:53,FALSE,NA,"718559514274897920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JunkyardDemento",1,FALSE,FALSE,NA,NA
"2","FeeliN' #alone?????

turn off ur rokm #lights
#watch a #horror #movie at #late #night :D 3:)

you won't feel... https://t.co/rGAQlpgcCR",FALSE,0,NA,2016-04-08 20:36:25,FALSE,NA,"718538007742124032",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ameerhamzasudal",0,FALSE,FALSE,NA,NA
"3","#HORROR I expected Lifetime Movie-level garbage, I got a weirdo story about the evils of being  a 12 year-old girl. https://t.co/1QnRKGJxDX",FALSE,1,NA,2016-04-08 04:30:42,FALSE,NA,"718294977277792256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OutpostZeta",0,FALSE,FALSE,NA,NA
"4","What killed Uncle Matt?! Take a guess @ the link to WIN prizes!
https://t.co/0MA2s06XIS 
#SupportIndieFilm #horror https://t.co/fwYYEilowa",FALSE,2,NA,2016-04-07 22:11:25,FALSE,NA,"718199527329677312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Distiller_movie",2,FALSE,FALSE,NA,NA
"5","One of the segments in this 1990 #horror film was based on an 1892 short story written by Sir Arthur Conan Doyle - https://t.co/iLfoZOXN9r",FALSE,1,NA,2016-04-07 07:00:06,FALSE,NA,"717970186221936640",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dvdinfatuation",6,FALSE,FALSE,NA,NA
"6","#Horror (the movie) had a strange cast and a strange story and I kept watching to the end with a confused face and I think, I liked it",FALSE,0,NA,2016-04-06 19:42:49,FALSE,NA,"717799741141164033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riffraffslaugh",0,FALSE,FALSE,NA,NA
"7","Ghost Story 1981 - https://t.co/rUaat5zQZK - #Horror #Movie https://t.co/Hkobcw1VDD",FALSE,2,NA,2016-04-05 19:46:22,FALSE,NA,"717438249673691136",NA,"<a href=""http://www.awesomebryner.com"" rel=""nofollow"">Awesome Bryner</a>","AwesomeBryner",2,FALSE,FALSE,NA,NA
"8","What killed Uncle Matt?! Take a guess @ the link to WIN prizes!
https://t.co/0MA2s06XIS
#SupportIndieFilm #horror https://t.co/Ve2YEFVLjO",FALSE,1,NA,2016-04-05 17:38:37,FALSE,NA,"717406097410297857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Distiller_movie",2,FALSE,FALSE,NA,NA
"9","#horror your favorite horror movie ?",FALSE,3,NA,2016-04-05 07:00:26,FALSE,NA,"717245493747847168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","horreur_story",4,FALSE,FALSE,NA,NA
"10","Find clues in our #indiefilm &amp; #comic &amp; WIN a prop from the film!
#SupportIndieFilm #horror
https://t.co/0MA2s06XIS https://t.co/KFKTfjbfZm",FALSE,0,NA,2016-04-05 01:24:10,FALSE,NA,"717160871009583104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Distiller_movie",0,FALSE,FALSE,NA,NA
"11","Even wrong answers to our #contest can WIN prizes
Find clues &amp; hit the link to play 
https://t.co/0MA2s06XIS
#horror https://t.co/WFDopX0csQ",FALSE,1,NA,2016-04-01 17:24:17,FALSE,NA,"715952941673398273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Distiller_movie",0,FALSE,FALSE,NA,NA
"12","The clues in this #comic could help U #WIN a screen used MONSTER!
https://t.co/0MA2s06XIS
#horror #Ghostbusters https://t.co/Uid0W4sKFe",FALSE,1,NA,2016-03-31 17:56:52,FALSE,NA,"715598753005244416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Distiller_movie",1,FALSE,FALSE,NA,NA
"13","@henryrollins is perfect in @HeNeverDied Read our review of the dark story here: https://t.co/x4iuo1q3Ya #horror https://t.co/IA93RAQGf5",FALSE,5,"henryrollins",2016-03-31 12:41:19,FALSE,NA,"715519341459070976","16618332","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeavenOfHorror",2,FALSE,FALSE,NA,NA
