"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Can't wait for #StarWarsRogueOne #GarethEdwards #man4thejob #Godzilla The movie looks so beautiful too! #VaderIsBack #TheBlackCapeisComing",FALSE,1,NA,2016-04-08 16:21:20,FALSE,NA,"718473815702048768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miamurphyonline",0,FALSE,FALSE,NA,NA
"2","The movie that let us see the R34 on the big screen #2fast2furious #FastandFurious #Nissan #Godzilla #JDM https://t.co/U6TPsuR9P4",FALSE,16,NA,2016-04-08 02:11:40,FALSE,NA,"718259990121865216",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CupcakeMeet",16,FALSE,FALSE,NA,NA
"3","After listening to the latest episode of https://t.co/PSnv9qDn7C I've decided a #Godzilla movie was in order https://t.co/Fsnz9FfX32",FALSE,1,NA,2016-04-08 01:04:56,FALSE,NA,"718243193083588608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","michaeldube74",0,FALSE,FALSE,NA,NA
"4","I didn't even finish #Monsters because it was that fucking uninteresting and poorly made. And #Godzilla was one of the most painful movie",FALSE,1,NA,2016-04-07 17:49:59,FALSE,NA,"718133734915104768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ActuallyAriel5",0,FALSE,FALSE,NA,NA
"5","Also, I hope Vader has a bigger part in this movie than Godzilla did in #Godzilla. #RogueOneTrailer",FALSE,0,NA,2016-04-07 15:44:22,FALSE,NA,"718102122177257472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kevincarr",0,FALSE,FALSE,NA,NA
"6","This has to be more entertaining than the last #Godzilla movie #nuclear https://t.co/OtawxciA0j",FALSE,0,NA,2016-04-07 10:29:25,FALSE,NA,"718022861542305793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","People_movies",0,FALSE,FALSE,NA,NA
"7","I think we just found the next #Godzilla movie plot.

https://t.co/KrJn5ARdUk",FALSE,0,NA,2016-04-07 00:44:59,FALSE,NA,"717875787148300288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","P_CARROLL2525",0,FALSE,FALSE,NA,NA
"8","I don't know why, but I feel the need to watch my favorite movie of all time. GODZILLA!!!!!!! #Godzilla #Gojira #<U+30B4><U+30B8><U+30E9> https://t.co/x3PSBm1XdQ",FALSE,8,NA,2016-04-07 00:11:52,FALSE,NA,"717867450600009730",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kaiju115",7,FALSE,FALSE,NA,NA
"9","@toho_movie sooooo when are you guys gonna let the world know when #Godzilla: Resurgence is coming to American theaters? #anticipation #film",FALSE,0,"toho_movie",2016-04-06 19:05:43,FALSE,NA,"717790407116111872","389896219","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AziHeron",0,FALSE,FALSE,NA,NA
"10","@midnight #ElderlyMovies 
In my days there was one #Godzilla movie one #FridayThe13th movie &amp; one #TheLandBeforeTime movie! Why Sequels?",FALSE,1,"midnight",2016-04-06 06:08:09,FALSE,NA,"717594727537844224","1418745782","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","E808L",0,FALSE,FALSE,NA,NA
