"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","jst watched #Agneepath total no of times i watched this movie is know #35. @iHrithik you really done a superb jobb. luved it.",FALSE,0,NA,2016-04-06 12:34:31,FALSE,NA,"717691959905820673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeingAdnanAbid",0,FALSE,FALSE,NA,NA
"2","#Agneepath Bollywood Movie Review https://t.co/SBjK902noy https://t.co/EkALeJZ4zM",FALSE,0,NA,2016-04-05 06:53:52,FALSE,NA,"717243844182409216",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BlundellDoris",0,FALSE,FALSE,NA,NA
"3","#Agneepath Bollywood Movie Review https://t.co/uVeZyAnSt7 https://t.co/SBblyRYnSl",FALSE,0,NA,2016-04-05 06:53:44,FALSE,NA,"717243807150964736",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BlundellMaureen",0,FALSE,FALSE,NA,NA
"4","#Agneepath Bollywood Movie Review https://t.co/gIZtAcWS7u https://t.co/DKv6yMFAgo",FALSE,0,NA,2016-04-05 06:53:36,FALSE,NA,"717243774255046657",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BlundellNatalie",0,FALSE,FALSE,NA,NA
"5","#Agneepath Bollywood Movie Review https://t.co/o9LuJsYR42 https://t.co/789WcHJ3Iz",FALSE,0,NA,2016-04-05 06:53:27,FALSE,NA,"717243736900501504",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BMalemayns",0,FALSE,FALSE,NA,NA
"6","#Agneepath Bollywood Movie Review https://t.co/P0SluYxIsq https://t.co/TJ8OCGxMKV",FALSE,0,NA,2016-04-05 06:53:18,FALSE,NA,"717243700921765888",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BMauntell",0,FALSE,FALSE,NA,NA
"7","#Agneepath Bollywood Movie Review https://t.co/CjDEUpmrNG https://t.co/3rwlKZFWzB",FALSE,0,NA,2016-04-05 06:53:10,FALSE,NA,"717243667195371520",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BMolyngton",0,FALSE,FALSE,NA,NA
"8","#Agneepath Bollywood Movie Review https://t.co/aXzc3Ui8fZ https://t.co/gUId0MFdN0",FALSE,0,NA,2016-04-05 06:53:00,FALSE,NA,"717243624241500160",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BMowfurth",0,FALSE,FALSE,NA,NA
"9","#Agneepath Bollywood Movie Review https://t.co/PdTC8n4toy https://t.co/vGAXoArvGL",FALSE,0,NA,2016-04-05 06:52:51,FALSE,NA,"717243588032081920",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BNewdegate",0,FALSE,FALSE,NA,NA
"10","#Agneepath Bollywood Movie Review https://t.co/2fTF6YilMa https://t.co/hMjH9RmfAc",FALSE,0,NA,2016-04-05 06:52:43,FALSE,NA,"717243552850321408",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BoddenhamAnna",0,FALSE,FALSE,NA,NA
"11","#Agneepath Bollywood Movie Review https://t.co/oSiQxg71aa https://t.co/ntqdzxMVIf",FALSE,0,NA,2016-04-05 06:52:35,FALSE,NA,"717243518465409024",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BoddenhamDonna",0,FALSE,FALSE,NA,NA
"12","#Agneepath Bollywood Movie Review https://t.co/wyQSj7HJvu https://t.co/V3pSEVBwLf",FALSE,0,NA,2016-04-05 06:52:26,FALSE,NA,"717243482947977216",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BoddenhamEmily",0,FALSE,FALSE,NA,NA
"13","#Agneepath Bollywood Movie Review https://t.co/23SMf58vZi https://t.co/RQq3TD9CAP",FALSE,0,NA,2016-04-05 06:52:18,FALSE,NA,"717243448609247232",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BoddenhamHannah",0,FALSE,FALSE,NA,NA
"14","#Agneepath Bollywood Movie Review https://t.co/1Bvwhh7Lqv https://t.co/MYtNEajm4y",FALSE,0,NA,2016-04-05 06:52:09,FALSE,NA,"717243410537558016",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BoddenhamTina",0,FALSE,FALSE,NA,NA
"15","#Agneepath Bollywood Movie Review https://t.co/XhLntKrRyK https://t.co/RujKTlEEw7",FALSE,0,NA,2016-04-05 06:52:01,FALSE,NA,"717243376232321024",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","bohan_judy",0,FALSE,FALSE,NA,NA
"16","#Agneepath Bollywood Movie Review https://t.co/SD3qSr3j6v https://t.co/HPIohugznu",FALSE,0,NA,2016-04-05 06:51:52,FALSE,NA,"717243338089345025",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BohanDeborah",0,FALSE,FALSE,NA,NA
"17","#Agneepath Bollywood Movie Review https://t.co/HoiDDqVaqZ https://t.co/nba4QXO02E",FALSE,0,NA,2016-04-05 06:51:44,FALSE,NA,"717243305554128896",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BohanRuth",0,FALSE,FALSE,NA,NA
"18","#Agneepath Bollywood Movie Review https://t.co/abYTV4KSbS https://t.co/ucUXT4J3n1",FALSE,0,NA,2016-04-05 06:51:34,FALSE,NA,"717243264642842625",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BohanVeronica",0,FALSE,FALSE,NA,NA
"19","#Agneepath Bollywood Movie Review https://t.co/YTjYMOqw4U https://t.co/dea6thQ6DZ",FALSE,0,NA,2016-04-05 06:51:26,FALSE,NA,"717243231340093440",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","BohanWhitney",0,FALSE,FALSE,NA,NA
