"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Perfect day, ending with cuddles and movie in bed! #earlynight #happy #tired <ed><U+00A0><U+00BD><ed><U+00B9><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+0083><U+2764><U+FE0F>",FALSE,1,NA,2016-04-07 19:24:13,FALSE,NA,"718157448654274560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stacy_Louise_xx",0,FALSE,FALSE,NA,NA
"2","“Life’s like a movie. Write your own ending.” ~Kermit the Frog~ #Edm #dance #music #happy #laugh #funny #weekend ~https://t.co/XizjOMN8a9~",FALSE,0,NA,2016-04-02 18:06:20,FALSE,NA,"716325911751057409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJBONUM",0,FALSE,FALSE,NA,NA
