"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","New post: Hate Story | Full HD Official Movie | https://t.co/oTPxIEYZBe #english #full #hate #hd #movie #official #story #subtitles #with",FALSE,1,NA,2016-04-04 23:15:12,FALSE,NA,"717128415774543873",NA,"<a href=""http://www.pagepregnancy.com/"" rel=""nofollow"">pregnancy poster</a>","pagepregnancy",0,FALSE,FALSE,NA,NA
